,region,production_field,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
172,Ульяновская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,3064434.4,3441271.3,3939709.7,4670572.6,4199140.9,5089203.4,7135374.8,8890718.8,10212067.6,11474906.0,12850904.9,9541010.1,7096371.8,7982431.7,13373720.5,14093423.36
173,Ульяновская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,58371878.52,70655595.14,92585244.73,104195971.7,82328891.38,111776355.5,134265486.52,157822595.69,164837144.93,185637644.96,235075410.89,235878939.37,256479843.44,256859339.41,316814031.0,276051692.06
174,Ульяновская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,11557828.88,13139236.6,11206281.7,13710133.2,17355577.51,24154659.5,24783773.5,22469052.58,24929577.0,25522466.27,25529458.0,26187154.58,27119735.6,28433599.4,27330033.7,26302592.1
175,Курганская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,306274.55,511213.75,844049.6,1152317.8,1186122.6,1582077.9,1845678.0,2511327.2,2446750.7,2319513.8,2442298.3,3492744.4,3314896.9,3221649.8,3595211.8,3393374.8
176,Курганская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,24593069.02,32589191.94,41721094.39,50642015.95,39210920.6,53376172.09,60015567.78,67496352.34,74654165.44,75430690.52,88316411.46,93561398.17,96669690.71,105499743.8,125411769.47,123383789.96
177,Курганская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,7921453.55,8546151.1,8096094.95,9926605.8,12037627.6,16901846.3,18663399.78,19170410.65,21681919.05,22949941.5,20414281.26,21360640.42,20540307.2,21324002.26,21155982.8,19464469.3
178,Свердловская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,34105939.4,37894119.2,49354959.25,54594700.8,39050675.1,61205932.1,70637653.8,62709544.8,54803570.3,52058720.6,56178117.8,54117861.95,66980115.2,76538246.8,92683459.1,92526767.4
179,Свердловская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,470693935.9,602506952.0,746140652.4,823495635.1,647765347.4,902604628.0,1094824771.6,1212347065.93,1257113264.45,1343306884.6,1659143854.15,1642784626.08,1734335314.71,1968982302.24,2039462931.83,2072196704.81
180,Свердловская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,61591032.1,83637568.4,100586430.4,109889067.5,119176799.1,141380341.9,170796908.3,165582775.21,166297100.34,170914971.4,170374755.3,182508584.35,235726163.34,243507469.37,255389506.94,245175701.1
181,Ханты-Мансийский автономный округ - Югра (Тюменская область),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1285301728.0,1511714070.0,1562900280.0,1755504136.0,1674427506.0,1852415398.0,2332816096.6,2631668570.72,2341618869.88,2403087349.49,2717011239.1,2662061908.33,2983367501.9,3778781562.5,3859612316.8,2659122568.6
182,Ханты-Мансийский автономный округ - Югра (Тюменская область),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,45961161.66,64708958.9,93546641.13,142654841.0,123720470.5,158285884.1,108902613.3,106657181.17,384324965.48,398696201.75,422090240.3,425678051.9,534441259.7,673173395.9,699831990.23,567899557.74
183,Ханты-Мансийский автономный округ - Югра (Тюменская область),ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,81425248.87,105267417.4,80444646.32,101633783.0,132869946.8,163049060.6,172588172.9,175103065.29,195093954.1,206904093.01,206988852.0,219991950.43,215479082.5,218778073.0,231027141.3,215684434.4
184,Ямало-Ненецкий автономный округ (Тюменская область),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,364786691.3,459580095.9,464563770.0,559251709.4,498136357.0,558134417.5,671458760.5,890917745.3,1054857400.94,1146823308.5,1354151548.9,1495220688.06,1911722338.8,2470589614.8,2664635019.7,2357945159.6
185,Ямало-Ненецкий автономный округ (Тюменская область),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,27073320.61,34581586.55,39123272.38,46039330.26,61100237.1,71151263.2,97675016.9,115408918.8,126393313.48,156798464.43,295942334.6,322287127.06,346798851.23,442186879.05,376534862.26,307490084.98
186,Ямало-Ненецкий автономный округ (Тюменская область),ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,13365593.53,19191532.3,23107245.5,26579021.6,31425772.4,32847490.1,35526603.8,41033730.37,48682928.53,49734316.82,49234262.0,55464296.43,58692887.6,47356653.0,56403838.2,53303625.2
187,Тюменская область (без автономных округов),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,6236850.699999988,7494304.100000024,7944091.0,9025032.600000024,19645961.0,33485956.5,56615372.599999905,82834390.36000037,109567207.5,130517917.9000001,164280090.0999999,170771567.5800004,173824654.5,273221476.5,244393989.8,183155192.3
188,Тюменская область (без автономных округов),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,227734979.53000003,317598797.55,348879812.29,467515876.64,384081128.6,521833386.99999994,700016444.3000001,773270873.2500001,593218966.5799999,529095066.9399999,605769519.2900001,634872817.45,687372551.0,804308415.39,662396541.21,651681655.42
189,Тюменская область (без автономных округов),ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,14171610.000000002,17031923.49999998,19783610.080000013,26384632.099999987,32091281.100000016,36479277.800000004,41613452.999999985,44909686.24000002,50065341.43000001,43512355.73000001,45194155.81999999,48261600.50000001,44678070.4,51387725.74,56953426.7,58985789.2
190,Челябинская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,7586991.3,9613119.1,12830042.1,16603092.2,14415579.6,18253453.3,22602689.6,27607363.0,31438185.61,36861685.58,57431991.8,67339530.2,63272374.5,80989634.5,88635303.6,139619313.5
191,Челябинская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,397791647.9,497392079.4,660758206.9,788999242.7,530627265.5,768583613.6,925767350.7,936031445.3,902273378.8,1003097731.24,1197579086.7,1222563246.78,1360873846.1,1491774388.1,1480982379.1,1412224407.1
192,Челябинская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,34165349.6,45017215.9,46824849.0,61410849.8,59782258.9,73208921.7,80554384.8,83046976.13,87505222.76,102898535.87,112835588.6,129694057.4,136981663.49,122934153.6,128814349.8,129497823.0
193,Республика Алтай,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,283389.7,320264.4,405177.1,493675.0,541170.1,508514.5,862291.6,739901.1,575435.9,627905.0,977244.2,1568027.3,3593458.6,2687977.3,1114021.0,851450.2
194,Республика Алтай,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,459667.1,761701.97,1051322.3,1082435.4,1172393.3,1596967.3,1295829.2,1367318.9,2452091.8,3277115.6,7172052.1,4777004.8,4994646.45,3560706.2,3537351.5,4534270.1
195,Республика Алтай,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,609288.7,928747.2,827873.0,1012800.9,1280579.72,1637306.9,1654153.0,1817250.1,1838416.6,2050226.4,2389871.7,2757576.0,2822010.4,3047967.3,2880292.9,2739793.3
196,Республика Тыва,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1014056.9,1248066.3,1425415.3,1885105.3,2127662.3,3010700.0,3375565.3,3640248.7,3624445.0,4569260.5,7847999.3,14998889.3,23346742.0,28677767.4,21458464.3,16860405.0
197,Республика Тыва,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,427238.1,606392.5,687661.0,436491.3,639520.7,768776.7,514447.1,680871.4,894531.1,612453.2,724946.7,664403.0,369788.87,518354.9,666461.51,562091.74
198,Республика Тыва,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,795122.7,860124.4,1253273.0,1919153.8,2215455.0,2860426.5,2867771.6,2920356.9,3219918.4,3572483.7,3742073.3,4096074.6,4668823.9,4290835.7,4787984.6,5468176.63
199,Республика Хакасия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,6770391.8,8230425.9,8910201.1,10924768.3,13678755.1,20856729.1,26536262.8,28158717.2,27945718.4,31759905.0,38966723.7,41421618.4,52497463.5,74047146.6,69368667.2,72383462.4
200,Республика Хакасия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,22819262.5,30418378.7,41936795.8,43560927.9,39570422.4,50946676.2,56595057.2,61763807.4,65985136.2,71930371.5,90277585.5,82433223.3,87249502.4,91647742.4,101638207.8,106392496.4
201,Республика Хакасия,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,7883105.7,10797268.3,9306963.1,13473925.4,16216475.1,13689231.9,21461833.8,26769679.3,29211132.3,31298035.6,38604865.0,46345817.0,47622145.3,53139951.1,50836026.5,56071056.9
202,Алтайский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,461065.8,968509.5,2238427.0,3095174.2,3383227.4,4402533.5,6040719.3,7208823.3,4068447.3,3637479.2,5519930.2,4852175.4,6143029.4,5023392.5,7745963.3,9146146.1
203,Алтайский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,70381505.7,91823076.0,108789152.1,154664118.1,118002216.6,168751640.23,189278944.51,198975943.75,205629895.84,209856860.91,271650997.4,265882785.23,307969929.4,322810259.6,357699013.3,361880102.22
204,Алтайский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,21776598.5,23693231.2,19258417.8,23895909.58,26748131.7,31793620.2,31991197.62,34397596.85,37720556.35,40843130.03,44355402.78,45046977.27,45806615.7,47439687.08,43900541.6,44741016.3
205,Красноярский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,26470339.3,29105160.0,35343778.2,46536978.79,85991680.35,240570574.1,266636160.5,248580354.7,296844242.8,318765713.4,373484427.1,403581210.4,552415723.1,748109024.9,780628722.5,635615997.3
206,Красноярский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,303894403.6,429587935.0,524538151.5,457205525.5,419735060.4,571328553.0,628113196.7,629581143.9,644296854.32,777413300.78,913319183.7,940698386.31,990877582.2,1206799065.03,1569813533.78,1727194113.6
207,Красноярский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,42462826.3,56565494.4,52347728.9,64816144.34,76586533.05,86045196.4,95432055.7,105701284.8,119348300.88,134337871.85,160264460.12,164149499.55,163533326.4,174981917.6,176652788.84,174520929.7
208,Иркутская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,17106078.26,19153448.96,30125699.3,34376345.18,40988329.55,68817388.3,129794905.1,190587156.4,213895861.23,259575011.4,348350477.2,393441011.69,455207014.6,603873437.7,619092165.9,533657684.0
209,Иркутская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,158265349.3,205757279.7,206266558.8,227549213.4,213086075.6,272409851.6,299405882.32,310081293.0,340426796.74,367517907.18,458525812.3,457587191.89,481866224.9,513814787.3,495138424.0,531602808.9
210,Иркутская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,29018849.8,40306225.16,41851704.62,48036310.1,60271378.3,77345605.8,81275015.1,81865409.31,82614103.29,82363000.32,91592666.92,100316765.27,111750235.2,120261378.1,129839087.9,131246617.9
211,Кемеровская область - Кузбасс,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,161231083.0,160620268.4,208670674.8,312055089.2,258324106.9,377514295.8,507992924.7,478533588.1,438022072.3,457400041.4,553435447.7,658775874.9,899155792.2,1097994904.1,947067758.3,722401467.5
212,Кемеровская область - Кузбасс,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,185573727.5,205388955.7,246245901.7,314105374.0,219491260.4,309470903.4,385412992.0,376756969.0,382330630.4,446771833.1,476137123.3,475009093.37,545842424.05,650682863.85,662509753.06,621927423.81
213,Кемеровская область - Кузбасс,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,44851009.2,51029746.8,57402143.5,64073875.5,69609681.0,80868692.1,85948952.6,89059128.2,89682528.8,93122474.6,94377424.8,95620116.93,96517554.6,95661909.5,97458451.47,101545151.8
214,Новосибирская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13368959.0,15782169.6,20821151.6,37440558.91,27079052.6,16454879.0,19674167.4,22257130.8,22559923.3,22952836.5,25852462.5,29635348.0,50567715.6,90660747.4,77494551.6,51475249.3
215,Новосибирская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,93955169.1,123037065.8,148447358.2,176438108.6,168753961.7,229323650.6,249816309.3,284940153.66,309415689.12,328960275.88,430809735.13,410382758.93,459488991.46,533607176.61,548433242.81,564073883.19
216,Новосибирская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,36435841.1,42562378.8,33914645.47,42516970.76,51579828.7,59331855.6,61591546.0,60443531.2,60369501.5,62922166.7,63111646.87,64195066.86,59641293.09,61720486.99,69251801.7,68675540.86
217,Омская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,3812863.6,5401938.3,3623250.5,3548446.3,963943.5,4783757.5,4410514.0,3005588.7,5780814.6,3855051.4,4042136.9,3413987.7,3165219.4,3822291.2,3435963.2,2061436.0
218,Омская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,224305160.0,254951172.8,301402849.2,381955949.0,342653847.2,409133134.9,529354758.1,609983235.97,621059848.36,696947290.16,709131660.23,709347013.91,791301041.92,961524486.5,964219806.66,865391001.81
219,Омская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,19230868.3,21121743.61,21459688.4,26615501.73,29919256.3,33713373.2,36012711.2,36516461.55,40477985.5,43187750.0,48608038.3,53763706.95,50397131.0,53352574.3,54694784.5,53184668.8
220,Томская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,72010693.17,71393042.92,76565190.93,89916245.9,82747638.8,91842164.1,126581826.8,141085197.3,139065674.7,143933902.5,157805512.6,151917381.6,179062945.0,217695662.9,194263885.1,115235275.0
221,Томская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,46644948.58,63181554.87,67840536.79,70589773.01,67722141.75,96814344.68,111529047.9,119326312.95,129401948.39,134410898.76,168281331.3,162373612.43,155757245.1,188076248.7,200475970.3,198997143.4
222,Томская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,13768631.35,16054403.13,13983906.88,19544866.15,19473806.35,22972360.1,25617433.9,27958405.05,26533776.95,30138971.5,32504884.8,35837326.05,35968900.9,38367762.11,35690949.0,31920321.1
223,Республика Бурятия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,6363900.45,5792370.58,4942945.18,12225237.2,14661003.1,9268751.7,12808021.2,14620616.0,14503588.1,16490736.2,22859995.3,21128965.4,25331274.2,27973946.0,36803579.9,48765852.6
224,Республика Бурятия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,18997005.57,19962988.65,23843959.49,29314482.4,31817183.8,40080613.78,51115320.4,46115641.34,62738454.8,70297297.1,86012018.55,61204552.41,59164140.25,65598476.5,75070102.12,97767864.62
225,Республика Бурятия,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,12477786.15,12889428.86,10746478.79,11978137.62,12768082.6,15558026.4,19825952.3,17854567.1,20894764.7,23093063.6,26886122.0,27180388.24,26887938.8,26273045.43,24856390.1,26559640.3
226,Забайкальский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,8994096.5,10820053.3,13329528.2,17098370.9,20270169.9,39000596.2,40376950.3,43688883.52,44812761.8,48108144.1,61382043.6,75688402.9,82184427.8,108399914.4,134850557.6,171636571.6
227,Забайкальский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,5135819.6,6870348.47,8133292.42,9954861.81,8097593.6,11385193.8,14365349.9,25066484.79,22916904.17,20073541.25,22652659.57,23498923.6,26309385.5,23788423.38,28121798.67,29004343.5
228,Забайкальский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,10890881.8,11848059.5,10416135.3,12149228.1,13892527.0,14713238.3,18310966.9,17819257.36,26109411.2,27624808.8,28172719.4,33033660.5,31144058.1,34259480.9,35479300.3,34863653.0
229,Республика Саха (Якутия),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,112304828.2,119451110.9,116076798.8,136023378.6,109234700.7,214205687.8,285757404.99,317116290.44,338681247.75,407114524.36,503910235.9,620687870.97,599619617.0,804388469.8,886421979.4,823669498.5
230,Республика Саха (Якутия),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,14066387.7,10964735.0,12580926.4,15065380.8,15134554.3,24515124.8,28002475.88,28028566.86,27822781.42,33666371.4,36168770.08,33810640.12,34851643.55,37174634.51,40398782.26,33951941.57
231,Республика Саха (Якутия),ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,18409935.6,22006668.9,25137724.7,27401348.6,33366724.9,37945500.6,42849240.09,45863330.38,50131169.08,56674450.72,65547895.7,72318049.48,61132880.8,66210358.2,70798519.4,72359864.81
232,Камчатский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,2555917.1,2687083.4,4493996.4,4566768.9,5168643.6,6325869.0,6439310.2,7779171.4,5693680.8,8190005.1,13254114.7,22947004.7,19729127.6,21517681.8,23598638.4,30559560.7
233,Камчатский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,8627765.98,8658554.15,10214826.52,11219431.53,13128750.15,37349850.9,39742363.3,42342221.3,42785456.1,42803566.05,68999491.0,78903265.27,99559708.9,133150617.3,138697117.5,123011432.7
234,Камчатский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,9662884.5,12224311.49,13463749.5,12670079.2,12874007.1,14947609.2,15370062.9,15517248.2,16093879.25,16323741.55,17596625.8,19487509.42,21588027.2,18223566.7,21429670.0,22291178.2
235,Приморский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,6489178.45,7125746.5,7209339.75,6916341.2,8020630.55,10656035.2,14194952.4,13869022.75,13637452.3,11015983.55,16124429.5,17185913.6,19568104.2,22557249.5,23711331.8,23985049.45
236,Приморский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,36365994.57,42463818.96,48892591.58,63646916.88,72261077.1,104561930.9,127103302.87,150092078.33,181041338.03,206804018.33,196556226.9,189663458.62,229129511.8,235887764.7,296108830.7,239009609.26
237,Приморский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,25972816.57,29698154.86,31407824.27,32673475.1,41322846.85,47024529.71,51396854.53,53813789.85,55777464.05,62365266.47,62095322.45,61251653.22,62629200.0,66550473.2,66326886.3,69290575.9
238,Хабаровский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13917417.1,14506870.9,16396765.0,19117903.7,22804036.9,25290810.8,29187441.0,41710777.1,43232776.8,49980284.6,62124585.0,71552852.15,78459364.2,91358325.0,22102423.2,27568168.6
239,Хабаровский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,45204202.2,53472010.7,72257308.1,104730629.0,60841159.3,93964847.7,115875229.7,120200965.2,114932810.1,160117952.0,209748762.7,205033254.02,244084602.25,271571109.1,353832602.9,406826629.0
240,Хабаровский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,21087419.0,23857490.0,24291242.5,28754027.5,33901527.7,39890940.5,44319721.9,44974465.7,50371717.6,53263709.1,55066801.4,56763079.38,53618544.0,57061213.3,61520909.9,57923804.8
241,Амурская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,7941909.4,9576979.1,10649342.6,15132247.9,23995368.4,26599082.4,49973454.2,53473455.5,49746981.9,55690350.7,72179618.9,64379100.3,64359021.7,60169335.7,82506015.1,116722688.8
242,Амурская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,8639523.2,9620159.5,11343578.7,14031513.5,15097496.3,18567916.71,20829082.0,22024578.7,21952321.0,24050301.1,33902153.3,27898736.6,31095364.8,34091035.6,39032331.9,39093856.5
243,Амурская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,15233285.0,16664151.2,16757724.5,17634311.7,21774096.5,26935323.1,25888706.5,26914638.8,27547119.4,29652406.5,32521061.4,33658987.3,36087137.1,37046365.6,45166385.3,43000318.7
244,Магаданская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,14883142.09,14754571.9,13717780.38,15756909.8,20870901.0,29545697.5,41815135.2,59256429.1,53178480.3,61789576.97,83195625.6,106563940.95,112749212.0,124936925.4,29145634.4,38636039.2
245,Магаданская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,2747545.25,2517751.4,2656176.75,2884344.97,2796218.6,2920714.2,3898943.2,3894963.9,3796555.5,3448370.7,3074309.1,3175607.55,4466985.5,4512167.8,147417073.0,209854248.97
246,Магаданская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,3979382.8,5079012.4,5637638.05,6396937.6,7391806.5,8182612.5,9704854.7,10399204.4,11974944.6,12247971.6,12713279.0,15411213.9,14541354.6,16012486.2,18027088.8,18150890.9
247,Сахалинская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,35816684.1,57863269.0,198686779.5,217105112.9,267745840.6,353835813.4,502527379.6,539776220.9,558866876.4,736034438.3,708682590.0,597755224.7,693852101.3,1016799146.1,942670870.3,731920051.4
248,Сахалинская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,11802464.64,12865332.4,16167637.8,18888485.9,22235459.4,23694387.0,24193417.6,25521231.0,28019924.1,39110529.2,46935275.1,42374770.4,51842275.8,60300448.2,67953264.1,65896029.1
249,Сахалинская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,6840401.3,8693513.3,9369211.7,10413225.4,12223084.1,13964882.26,16182834.8,18533437.2,18428785.6,20157034.9,18505411.6,20327953.0,16465475.9,18063158.6,18878552.23,19913057.08
250,Еврейская автономная область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,220073.5,187322.6,453405.8,307942.3,215522.9,286177.2,401645.4,398055.8,413964.3,720346.5,974438.1,1226747.1,7593200.7,10330139.2,13971686.5,17093714.5
251,Еврейская автономная область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,2325706.8,2507757.49,3176364.6,3816631.3,2839597.8,2997626.0,3073326.8,3648146.0,3834596.2,4597060.4,5073696.9,5214476.9,6743433.7,6631527.5,6622621.2,5460452.6
252,Еврейская автономная область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,817384.5,962168.6,1554386.3,1985413.4,2286729.7,2865572.4,2500432.3,3014456.1,3234521.7,4135526.2,4427270.5,4315495.67,4209453.5,4454820.4,4757777.9,4967490.1
253,Чукотский автономный округ,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,2647943.2,3395090.0,3189637.9,20505856.5,36086019.44,35493753.5,38546542.0,34116310.2,34852867.6,63813116.68,77385605.3,83561520.3,65316434.2,67501554.3,14680937.9,23136924.6
254,Чукотский автономный округ,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,843445.0,983652.9,442459.0,488069.5,414194.8,599390.3,743533.6,604837.6,665720.9,649237.3,764764.1,604274.0,1023385.9,1055402.5,67342675.1,93236797.7
255,Чукотский автономный округ,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,2931212.0,3975055.7,4132708.2,5463501.0,7149720.5,6950387.8,5636953.0,7971106.4,10635013.7,8969164.4,10276329.9,9998044.8,7796269.3,8805295.4,9436013.6,13620029.4
256,Республика Калмыкия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,город Севастополь,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
